Order_Date,Product_Category,Product_Price,Order_Quantity,Discount_Applied,Shipping_Method,Payment_Method,User_Age,User_Gender,User_Location,Return_Status,Order_Value
2022-10-11,Toys,1416.82,2,40.77,Standard,COD,42,Female,City52,Returned,1678.364972
2023-07-03,Electronics,164.88,2,43.43,Standard,Debit Card,57,Male,City71,Not Returned,186.545232
2023-08-11,Toys,911.51,1,10.88,Standard,Debit Card,41,Male,City21,Returned,812.337712
2024-06-02,Clothing,1010.35,3,34.55,Next-Day,Debit Card,20,Male,City44,Returned,1983.8222250000003
2023-01-20,Toys,1189.71,5,3.76,Express,COD,27,Male,City98,Not Returned,5724.8845200000005
2023-09-13,Electronics,139.98,4,48.72,Express,COD,25,Female,City4,Not Returned,287.126976
2023-11-26,Electronics,594.31,2,41.45,Express,Wallet,53,Male,City41,Returned,695.9370099999999
2022-07-01,Electronics,762.74,5,41.49,Next-Day,Credit Card,42,Female,City50,Not Returned,2231.39587
2022-08-20,Books,1457.76,3,18.22,Next-Day,Wallet,18,Male,City56,Not Returned,3576.468384
2022-11-05,Toys,1989.39,4,10.91,Next-Day,Debit Card,28,Male,City46,Not Returned,7089.390204
2024-06-15,Clothing,1654.12,1,47.29,Standard,Wallet,22,Female,City64,Not Returned,871.8866519999999
2023-09-01,Books,1002.62,1,22.24,Next-Day,Debit Card,46,Female,City40,Not Returned,779.6373120000001
2022-03-27,Clothing,674.38,3,38.24,Next-Day,Credit Card,22,Male,City95,Not Returned,1249.4912639999998
2022-04-05,Clothing,424.98,3,45.43,Express,Credit Card,49,Female,City84,Not Returned,695.7347580000002
2022-04-01,Books,242.41,5,28.9,Standard,COD,55,Female,City78,Not Returned,861.76755
2022-06-22,Clothing,412.73,1,33.82,Standard,COD,62,Female,City5,Returned,273.14471399999996
2024-03-15,Electronics,371.87,3,38.89,Express,Wallet,36,Female,City20,Not Returned,681.749271
2025-01-12,Clothing,872.43,2,14.55,Standard,Debit Card,58,Male,City29,Not Returned,1490.98287
2023-10-16,Toys,1430.13,2,0.29,Standard,COD,42,Female,City92,Not Returned,2851.965246
2024-05-25,Clothing,859.23,4,32.06,Express,Wallet,57,Male,City24,Not Returned,2335.043448
2023-10-20,Electronics,415.57,1,35.81,Next-Day,COD,25,Female,City11,Not Returned,266.75438299999996
2024-06-13,Clothing,1483.87,4,41.85,Next-Day,Credit Card,63,Male,City20,Not Returned,3451.481619999999
2023-04-25,Home Appliances,1817.24,1,21.95,Standard,COD,45,Male,City46,Not Returned,1418.35582
2023-02-05,Clothing,462.59,5,43.27,Express,Credit Card,20,Female,City23,Not Returned,1312.1365349999996
2025-01-27,Clothing,1296.77,2,34.09,Standard,Credit Card,40,Female,City69,Not Returned,1709.402214
2022-03-29,Home Appliances,1843.06,2,29.37,Express,Debit Card,51,Female,City71,Not Returned,2603.506556
2023-11-01,Books,928.66,5,36.06,Express,COD,53,Female,City58,Not Returned,2968.92602
2022-04-26,Clothing,1480.43,1,48.09,Standard,Wallet,37,Female,City50,Not Returned,768.4912129999999
2024-05-28,Clothing,785.8,3,41.61,Standard,Wallet,44,Female,City8,Not Returned,1376.48586
2024-04-07,Toys,390.89,5,35.0,Standard,Debit Card,50,Female,City12,Not Returned,1270.3925
2023-03-15,Toys,879.47,5,37.37,Express,COD,60,Female,City50,Not Returned,2754.0603050000004
2024-09-26,Toys,1621.11,2,5.51,Standard,COD,49,Female,City47,Not Returned,3063.5736779999997
2023-10-08,Books,1908.23,1,12.76,Next-Day,Debit Card,55,Female,City99,Not Returned,1664.7398520000002
2022-11-21,Books,521.63,1,0.43,Next-Day,Wallet,24,Male,City34,Returned,519.386991
2025-06-11,Electronics,946.59,5,24.16,Next-Day,Debit Card,25,Male,City23,Not Returned,3589.46928
2024-06-01,Clothing,408.32,4,5.7,Standard,COD,53,Male,City95,Not Returned,1540.18304
2024-08-16,Electronics,881.4,4,44.79,Next-Day,Credit Card,27,Female,City35,Not Returned,1946.48376
2023-12-30,Clothing,1505.07,1,21.28,Express,COD,37,Male,City100,Not Returned,1184.791104
2025-06-08,Clothing,1084.82,3,28.05,Express,Debit Card,36,Female,City57,Returned,2341.58397
2023-10-26,Clothing,1436.06,5,27.76,Standard,COD,43,Female,City55,Returned,5187.048719999999
2022-09-23,Books,971.69,4,34.58,Next-Day,Wallet,43,Male,City53,Returned,2542.718392
2024-07-27,Clothing,1860.21,2,40.37,Express,COD,41,Male,City93,Returned,2218.4864460000003
2023-12-06,Toys,649.03,5,10.1,Standard,Wallet,18,Female,City65,Not Returned,2917.3898499999996
2023-04-02,Electronics,301.59,5,26.38,Express,Wallet,30,Female,City7,Not Returned,1110.1527899999999
2024-03-04,Books,1501.46,3,26.67,Next-Day,COD,26,Female,City80,Returned,3303.0618540000005
2025-02-13,Toys,1886.02,4,44.99,Express,Debit Card,45,Female,City11,Returned,4149.998408
2023-05-22,Books,186.66,1,15.31,Next-Day,COD,61,Female,City71,Not Returned,158.08235399999998
2022-04-22,Electronics,357.24,4,46.37,Next-Day,Debit Card,28,Male,City84,Not Returned,766.351248
2024-07-11,Books,1957.06,5,19.57,Standard,Wallet,43,Male,City63,Returned,7870.31679
2023-09-25,Books,1116.92,3,12.09,Standard,Debit Card,64,Female,City32,Returned,2945.653116
2022-02-28,Home Appliances,1223.04,4,37.63,Express,Debit Card,33,Female,City42,Not Returned,3051.2401919999993
2024-12-02,Clothing,1715.28,2,33.93,Next-Day,Wallet,52,Male,City53,Not Returned,2266.5709920000004
2025-08-14,Home Appliances,511.17,5,31.71,Express,Wallet,34,Male,City61,Not Returned,1745.389965
2024-12-17,Electronics,1391.21,2,19.76,Next-Day,Credit Card,51,Female,City34,Returned,2232.613808
2022-01-17,Books,1554.76,1,12.25,Standard,Debit Card,64,Female,City56,Not Returned,1364.3019
2022-11-22,Clothing,160.33,5,2.14,Standard,Credit Card,30,Male,City47,Returned,784.4946900000001
2024-10-07,Electronics,1045.21,4,34.15,Next-Day,COD,44,Female,City5,Returned,2753.0831400000006
2024-07-10,Books,796.76,5,48.2,Standard,Wallet,64,Male,City68,Not Returned,2063.6084
2024-12-20,Clothing,1380.67,1,15.72,Standard,Debit Card,47,Female,City13,Not Returned,1163.628676
2023-08-01,Toys,1646.18,3,9.77,Standard,COD,61,Male,City88,Not Returned,4456.044642
2022-12-30,Toys,1394.31,2,10.97,Express,Wallet,19,Female,City27,Not Returned,2482.708386
2024-06-28,Home Appliances,881.77,2,21.05,Express,Debit Card,26,Male,City55,Returned,1392.31483
2023-12-01,Clothing,933.35,4,38.4,Express,COD,28,Male,City19,Not Returned,2299.7744000000002
2023-06-05,Electronics,1211.9,4,6.88,Standard,COD,51,Male,City28,Not Returned,4514.085120000001
2025-02-07,Books,1439.2,1,44.46,Next-Day,Credit Card,39,Male,City46,Not Returned,799.33168
2024-08-31,Electronics,215.57,5,6.69,Express,Debit Card,32,Female,City25,Returned,1005.7418349999999
2022-03-10,Clothing,392.7,1,0.32,Next-Day,Wallet,32,Male,City69,Not Returned,391.44336
2022-09-12,Toys,1484.57,5,7.56,Standard,Credit Card,24,Female,City12,Returned,6861.68254
2025-04-21,Toys,1102.17,2,29.56,Standard,Debit Card,31,Female,City60,Not Returned,1552.737096
2023-05-12,Electronics,1613.2,5,5.44,Standard,Wallet,55,Female,City5,Returned,7627.2096
2024-07-27,Home Appliances,1527.0,1,5.12,Next-Day,Credit Card,46,Female,City70,Not Returned,1448.8175999999999
2022-04-08,Books,783.84,2,19.69,Next-Day,Debit Card,43,Female,City45,Returned,1259.003808
2023-05-15,Home Appliances,804.92,2,8.61,Standard,Debit Card,22,Female,City68,Not Returned,1471.232776
2025-03-11,Clothing,963.58,3,30.5,Standard,Debit Card,33,Male,City54,Returned,2009.0643000000005
2023-04-22,Electronics,753.13,2,16.19,Standard,Credit Card,36,Female,City48,Returned,1262.3965059999998
2025-06-14,Clothing,745.33,4,12.83,Standard,Wallet,43,Male,City78,Not Returned,2598.8166440000005
2022-05-16,Clothing,404.19,3,44.99,Standard,Wallet,37,Female,City86,Returned,667.034757
2023-12-03,Clothing,1144.98,5,8.06,Express,Wallet,22,Female,City92,Not Returned,5263.473059999999
2022-05-16,Books,752.83,5,49.12,Express,Credit Card,38,Female,City65,Not Returned,1915.1995200000001
2025-03-12,Books,1018.83,1,32.37,Standard,Debit Card,56,Male,City10,Not Returned,689.0347290000001
2023-06-02,Home Appliances,858.61,4,22.17,Express,Wallet,61,Female,City29,Not Returned,2673.024652
2025-04-15,Clothing,1065.57,2,22.5,Standard,Debit Card,63,Female,City84,Returned,1651.6335
2025-08-25,Toys,1243.91,4,37.45,Express,Debit Card,37,Male,City72,Returned,3112.26282
2024-08-28,Clothing,1604.2,4,28.7,Standard,Credit Card,27,Male,City5,Returned,4575.178400000001
2022-01-15,Electronics,1974.88,2,47.83,Standard,Credit Card,36,Female,City86,Not Returned,2060.589792
2023-11-28,Electronics,1119.84,3,32.91,Standard,Wallet,40,Female,City14,Not Returned,2253.9019679999997
2025-02-08,Clothing,1735.65,4,46.6,Next-Day,Debit Card,36,Female,City67,Not Returned,3707.3484000000003
2022-01-27,Clothing,1334.25,4,42.07,Express,Credit Card,65,Female,City8,Not Returned,3091.7240999999995
2023-07-10,Clothing,791.08,3,34.64,Next-Day,Credit Card,30,Female,City67,Returned,1551.149664
2024-03-26,Toys,1730.54,1,0.38,Next-Day,Credit Card,64,Male,City24,Not Returned,1723.9639479999998
2023-08-22,Clothing,1213.39,2,5.9,Next-Day,Wallet,55,Male,City13,Not Returned,2283.59998
2022-03-23,Toys,1999.44,5,21.85,Standard,Credit Card,49,Female,City35,Not Returned,7812.8118
2022-07-17,Clothing,221.72,2,10.89,Standard,COD,31,Female,City78,Returned,395.149384
2023-11-09,Books,201.2,5,26.16,Standard,Credit Card,59,Female,City93,Not Returned,742.8303999999999
2024-12-08,Toys,252.01,1,47.8,Next-Day,Wallet,60,Male,City16,Not Returned,131.54922
2022-01-30,Clothing,122.46,2,23.65,Standard,Wallet,28,Female,City58,Not Returned,186.99642
2025-05-25,Books,1807.65,3,15.48,Next-Day,Credit Card,62,Male,City7,Not Returned,4583.47734
2024-02-06,Electronics,1404.92,2,1.21,Express,Wallet,45,Male,City39,Not Returned,2775.840936
2022-02-09,Toys,1741.77,1,42.13,Standard,Wallet,32,Female,City36,Not Returned,1007.962299
2025-07-29,Electronics,379.16,3,1.86,Next-Day,Wallet,25,Female,City5,Returned,1116.322872
2024-01-30,Books,1693.95,4,32.25,Next-Day,Wallet,55,Male,City81,Not Returned,4590.6045
2025-05-21,Clothing,416.12,2,12.2,Standard,COD,61,Female,City77,Not Returned,730.70672
2022-10-22,Clothing,1092.64,2,36.4,Express,Credit Card,36,Female,City74,Returned,1389.8380800000002
2023-09-09,Electronics,1415.82,4,8.15,Express,COD,26,Male,City53,Not Returned,5201.72268
2024-12-23,Electronics,734.2,3,20.96,Next-Day,Debit Card,46,Male,City62,Not Returned,1740.9350400000003
2025-07-24,Toys,437.48,2,17.39,Standard,Debit Card,25,Female,City20,Not Returned,722.8044560000001
2022-06-22,Clothing,481.75,1,5.64,Express,Debit Card,31,Male,City69,Not Returned,454.5793
2023-09-19,Clothing,1846.48,1,18.0,Next-Day,COD,60,Female,City72,Not Returned,1514.1136000000001
2023-03-19,Electronics,1105.43,5,35.31,Express,COD,55,Male,City36,Returned,3575.5133350000006
2024-04-29,Clothing,146.83,1,4.48,Express,COD,22,Female,City100,Not Returned,140.25201600000003
2024-09-06,Electronics,435.83,5,10.4,Express,Wallet,40,Female,City69,Not Returned,1952.5184000000002
2023-04-15,Clothing,478.08,1,35.38,Next-Day,Debit Card,19,Female,City83,Returned,308.935296
2025-06-17,Books,873.32,4,33.81,Standard,COD,26,Female,City18,Not Returned,2312.2020319999997
2023-02-01,Clothing,1280.77,4,6.17,Next-Day,Credit Card,49,Female,City97,Not Returned,4806.985964
2022-04-22,Toys,861.65,2,25.58,Standard,COD,24,Male,City62,Not Returned,1282.47986
2024-08-05,Electronics,1106.76,1,1.58,Next-Day,Debit Card,31,Female,City90,Not Returned,1089.2731919999999
2025-01-12,Clothing,390.94,4,41.78,Next-Day,COD,28,Male,City28,Returned,910.4210720000001
2024-05-06,Clothing,1006.75,2,10.8,Next-Day,Credit Card,57,Female,City85,Returned,1796.0420000000001
2024-05-08,Electronics,1005.8,4,0.19,Next-Day,Wallet,52,Male,City9,Returned,4015.55592
2022-01-14,Clothing,1513.04,4,35.84,Next-Day,Wallet,51,Female,City80,Not Returned,3883.0658559999997
2024-07-14,Clothing,1789.05,5,7.55,Standard,COD,53,Female,City86,Not Returned,8269.883625
2024-10-21,Electronics,841.68,2,38.25,Express,COD,23,Male,City85,Not Returned,1039.4747999999997
2025-01-17,Clothing,1213.73,3,0.9,Next-Day,Wallet,34,Male,City10,Not Returned,3608.41929
2025-03-30,Toys,1150.78,2,13.57,Standard,COD,27,Male,City92,Not Returned,1989.238308
2025-01-15,Clothing,1865.3,2,37.12,Standard,Debit Card,54,Female,City7,Returned,2345.80128
2022-02-07,Clothing,1307.49,2,45.26,Express,COD,46,Male,City2,Not Returned,1431.440052
2022-02-21,Toys,1882.18,3,13.2,Express,Wallet,65,Male,City62,Returned,4901.19672
2022-08-30,Electronics,1385.07,2,15.59,Next-Day,Credit Card,42,Male,City83,Not Returned,2338.275174
2022-12-05,Clothing,1115.86,2,40.2,Standard,Wallet,31,Male,City37,Not Returned,1334.56856
2023-01-09,Toys,836.11,3,1.81,Express,COD,62,Female,City68,Not Returned,2462.929227
2024-04-21,Clothing,1884.74,4,14.45,Express,Wallet,61,Male,City27,Not Returned,6449.58028
2025-02-03,Toys,534.71,5,9.23,Standard,Credit Card,35,Female,City51,Not Returned,2426.781335
2025-08-26,Toys,507.95,4,10.05,Express,Debit Card,65,Male,City46,Not Returned,1827.6040999999998
2022-04-24,Toys,827.2,5,3.04,Next-Day,COD,54,Female,City60,Returned,4010.2656
2025-06-28,Home Appliances,680.79,1,0.28,Express,Wallet,28,Male,City87,Not Returned,678.883788
2023-06-07,Clothing,1526.34,5,45.69,Standard,Debit Card,20,Male,City16,Returned,4144.77627
2025-01-25,Clothing,228.14,3,40.57,Next-Day,Credit Card,45,Female,City60,Returned,406.750806
2023-11-09,Books,1730.64,4,23.21,Next-Day,Wallet,49,Female,City47,Not Returned,5315.833824
2024-12-28,Home Appliances,154.99,4,10.26,Express,Debit Card,34,Female,City97,Not Returned,556.352104
2024-11-20,Electronics,209.8,1,34.73,Standard,Wallet,33,Female,City73,Not Returned,136.93646
2024-07-31,Electronics,837.76,1,31.18,Standard,Debit Card,62,Female,City41,Returned,576.546432
2023-04-21,Home Appliances,1761.47,3,26.46,Next-Day,Wallet,60,Male,City44,Not Returned,3886.155114
2025-04-15,Clothing,1841.67,3,33.05,Standard,Wallet,44,Male,City29,Not Returned,3698.994195
2022-03-03,Toys,366.47,2,42.94,Express,Credit Card,20,Female,City30,Not Returned,418.21556400000003
2023-01-05,Clothing,1264.96,4,5.66,Next-Day,Credit Card,51,Male,City11,Not Returned,4773.453056
2023-03-13,Clothing,1540.05,2,6.87,Next-Day,COD,44,Female,City20,Not Returned,2868.4971299999997
2023-05-30,Toys,1035.48,1,45.39,Next-Day,Debit Card,43,Male,City67,Not Returned,565.475628
2024-05-23,Electronics,1762.37,2,20.98,Express,Wallet,42,Female,City29,Returned,2785.249548
2023-03-01,Electronics,155.0,4,34.07,Standard,COD,19,Male,City50,Returned,408.766
2022-07-13,Electronics,1844.7,5,45.59,Next-Day,Credit Card,57,Female,City34,Returned,5018.506350000001
2024-04-27,Electronics,1377.49,3,14.13,Express,COD,20,Female,City20,Returned,3548.5519890000005
2024-03-13,Clothing,1399.92,2,38.79,Standard,Debit Card,43,Male,City61,Returned,1713.7820640000004
2025-04-23,Clothing,1957.68,2,10.86,Express,Debit Card,21,Male,City26,Not Returned,3490.151904
2024-05-08,Clothing,1474.18,4,18.11,Standard,Credit Card,47,Male,City24,Not Returned,4828.824008
2023-03-19,Electronics,1968.66,3,21.32,Express,Wallet,38,Female,City16,Returned,4646.825064
2023-06-17,Books,1530.49,3,43.4,Next-Day,COD,22,Male,City74,Not Returned,2598.7720200000003
2025-08-06,Electronics,1169.73,2,32.42,Standard,Wallet,56,Female,City3,Not Returned,1581.007068
2022-12-09,Electronics,1059.0,5,16.21,Next-Day,Debit Card,22,Female,City83,Not Returned,4436.6804999999995
2023-09-28,Electronics,1780.74,4,47.04,Next-Day,Debit Card,47,Female,City61,Returned,3772.3196160000007
2024-12-08,Electronics,771.4,1,16.43,Standard,COD,42,Female,City56,Returned,644.6589799999999
2025-02-27,Electronics,836.77,5,8.65,Next-Day,Debit Card,47,Male,City84,Not Returned,3821.9469750000003
2024-04-23,Clothing,959.68,5,26.19,Standard,Wallet,57,Female,City82,Returned,3541.6990399999995
2023-12-27,Electronics,846.83,4,18.86,Express,COD,26,Female,City6,Returned,2748.4714480000002
2024-12-04,Books,438.77,1,34.04,Standard,Wallet,50,Male,City31,Not Returned,289.412692
2022-03-19,Clothing,1870.75,5,43.15,Next-Day,Wallet,42,Male,City91,Not Returned,5317.606875
2024-02-22,Clothing,1007.92,5,8.14,Express,Wallet,44,Female,City94,Not Returned,4629.37656
2025-02-04,Toys,1125.36,4,12.94,Next-Day,Debit Card,44,Male,City47,Returned,3918.9536639999997
2025-06-11,Clothing,187.93,3,39.24,Standard,Credit Card,32,Female,City55,Not Returned,342.55880399999995
2024-07-17,Clothing,990.66,3,17.51,Standard,COD,50,Male,City52,Not Returned,2451.5863019999997
2025-02-09,Toys,422.15,4,41.02,Express,Credit Card,56,Female,City68,Returned,995.9362799999999
2025-02-22,Clothing,1535.5,4,31.12,Next-Day,COD,57,Male,City93,Returned,4230.6096
2022-04-01,Clothing,631.51,1,38.05,Next-Day,Credit Card,23,Female,City49,Returned,391.22044500000004
2024-06-07,Electronics,478.01,5,18.09,Express,Credit Card,27,Male,City24,Not Returned,1957.689955
2024-05-27,Electronics,1262.78,5,49.17,Next-Day,COD,48,Female,City23,Not Returned,3209.3553699999998
2022-07-30,Clothing,1990.94,1,39.05,Express,Debit Card,52,Male,City98,Not Returned,1213.47793
2024-11-30,Electronics,363.09,2,29.64,Express,COD,51,Male,City54,Not Returned,510.94024799999994
2022-09-22,Electronics,699.83,3,5.05,Express,Credit Card,39,Female,City40,Not Returned,1993.4657550000002
2024-09-11,Electronics,1990.22,5,23.98,Standard,Credit Card,61,Female,City17,Not Returned,7564.82622
2023-07-30,Clothing,596.92,5,6.95,Next-Day,Wallet,54,Male,City95,Not Returned,2777.1702999999998
2025-07-13,Clothing,1352.5,4,44.85,Next-Day,Debit Card,19,Male,City18,Returned,2983.615
2023-05-05,Home Appliances,1839.87,3,28.65,Standard,Debit Card,48,Male,City1,Not Returned,3938.241735
2025-03-06,Clothing,1865.97,2,4.26,Express,Credit Card,61,Female,City61,Returned,3572.9593560000003
2025-06-30,Electronics,1407.77,1,9.06,Next-Day,Credit Card,26,Male,City16,Not Returned,1280.226038
2023-05-11,Clothing,1802.9,3,45.68,Next-Day,Debit Card,32,Female,City90,Not Returned,2938.0058400000003
2023-12-03,Books,1404.1,3,44.23,Standard,COD,42,Female,City33,Not Returned,2349.19971
2022-06-13,Electronics,495.9,4,49.74,Standard,Debit Card,50,Female,City84,Not Returned,996.9573599999999
2025-03-09,Electronics,368.95,2,23.64,Next-Day,COD,19,Male,City86,Not Returned,563.4604400000001
2023-07-22,Clothing,1354.56,5,30.54,Express,Debit Card,36,Female,City8,Returned,4704.386879999999
2024-04-30,Electronics,1067.83,5,18.62,Next-Day,Credit Card,48,Male,City50,Not Returned,4345.00027
2025-05-28,Electronics,551.38,4,47.5,Express,Debit Card,54,Female,City35,Not Returned,1157.8980000000001
2024-09-06,Clothing,642.92,1,27.54,Express,Credit Card,36,Male,City6,Returned,465.859832
2022-07-11,Books,1377.15,1,2.18,Next-Day,Credit Card,61,Female,City85,Not Returned,1347.12813
2024-10-26,Clothing,377.25,5,10.21,Express,COD,63,Female,City66,Not Returned,1693.663875
2022-01-11,Books,1683.74,2,1.48,Express,Credit Card,24,Female,City17,Returned,3317.641296
2023-08-28,Books,305.91,4,22.39,Express,Debit Card,22,Female,City27,Not Returned,949.6670040000001
2023-11-05,Clothing,1782.22,3,5.13,Express,Credit Card,31,Male,City1,Returned,5072.376342
2022-07-03,Electronics,445.51,4,38.81,Express,Debit Card,29,Male,City81,Not Returned,1090.430276
2022-06-17,Toys,1744.9,5,41.46,Standard,Debit Card,29,Female,City74,Not Returned,5107.322299999999
2023-06-25,Home Appliances,757.78,4,14.54,Next-Day,Credit Card,29,Male,City29,Not Returned,2590.395152
2022-08-12,Clothing,1145.03,4,43.76,Standard,COD,22,Female,City16,Returned,2575.859488
2024-07-27,Clothing,1184.45,4,40.11,Standard,Wallet,51,Male,City16,Returned,2837.46842
2025-01-25,Clothing,641.99,3,35.56,Next-Day,Credit Card,51,Male,City87,Not Returned,1241.0950679999999
2023-10-19,Clothing,1530.2,5,27.04,Next-Day,Debit Card,39,Male,City16,Not Returned,5582.1696
2022-01-06,Clothing,844.64,2,34.48,Express,COD,60,Male,City53,Not Returned,1106.816256
2025-01-01,Clothing,762.69,3,0.3,Standard,Wallet,54,Male,City21,Returned,2281.20579
2024-04-19,Home Appliances,1980.46,2,14.23,Next-Day,Debit Card,30,Male,City37,Not Returned,3397.281084
2024-10-08,Clothing,1833.86,1,34.89,Express,Credit Card,47,Female,City48,Returned,1194.026246
2025-04-26,Home Appliances,1930.75,4,0.8,Standard,COD,35,Male,City34,Not Returned,7661.216
2023-11-24,Clothing,871.96,1,17.51,Next-Day,Debit Card,59,Female,City73,Not Returned,719.279804
